sigma,sign,type,m,src,isValidation,id,graphtype,offset,answer,error,unsignedError,index
0.2,1,line,0.4,data/Exp3/line/area/S0.2m0.4.png,,21,area,0.04,0.02,0.02,0.02,71
0.05,-1,quad,0.2,data/Exp3/quad/line/S0.05m-0.2.png,,21,line,-0.03,-0.035,0.01,0.01,72
0.1,-1,quad,0.2,data/Exp3/quad/area/S0.1m-0.2.png,,21,area,-0.18,-0.16,-0.02,0.02,73
0.15,1,quad,0.8,data/Exp3/quad/line/S0.15m0.8.png,,21,line,0.12,0.115,0,0,74
0.15,1,line,0.2,data/Exp3/line/line/S0.15m0.2.png,,21,line,0.07,0.09,-0.02,0.02,75
0.15,-1,quad,0.8,data/Exp3/quad/scatter/S0.15m-0.8.png,,21,scatter,-0.22,-0.19,-0.03,0.03,76
0.15,-1,quad,0.2,data/Exp3/quad/area/S0.15m-0.2.png,,21,area,0.14,0.145,0,0,77
0.05,-1,trig,0.4,data/Exp3/trig/line/S0.05m-0.4.png,,21,line,0.1,0.105,0,0,78
0.15,-1,trig,0.1,data/Exp3/trig/line/S0.15m-0.1.png,,21,line,-0.2,-0.17,-0.03,0.03,79
0.1,1,line,0.1,data/Exp3/line/line/S0.1m0.1.png,,21,line,0.17,0.185,-0.01,0.01,80
0.05,1,line,0.8,data/Exp3/line/line/S0.05m0.8.png,,21,line,-0.09,-0.085,0,0,81
0.1,1,line,0.8,data/Exp3/line/line/S0.1m0.8.png,,21,line,0.01,-0.005,0.01,0.01,82
0.05,1,quad,0.2,data/Exp3/quad/area/S0.05m0.2.png,,21,area,-0.01,-0.015,0,0,83
0.05,-1,line,0.8,data/Exp3/line/scatter/S0.05m-0.8.png,,21,scatter,-0.21,-0.21,0,0,84
0.1,1,quad,0.4,data/Exp3/quad/line/S0.1m0.4.png,,21,line,0.13,0.125,0.01,0.01,85
0.2,-1,trig,0.8,data/Exp3/trig/scatter/S0.2m-0.8.png,,21,scatter,-0.11,-0.12,0.01,0.01,86
0.2,-1,quad,0.8,data/Exp3/quad/line/S0.2m-0.8.png,,21,line,0.23,0.24,-0.01,0.01,87
0.05,1,trig,0.8,data/Exp3/trig/area/S0.05m0.8.png,,21,area,0.24,0.235,0.01,0.01,88
0.2,1,trig,0.4,data/Exp3/trig/scatter/S0.2m0.4.png,,21,scatter,0.14,0.17,-0.03,0.03,89
0.1,-1,quad,0.8,data/Exp3/quad/line/S0.1m-0.8.png,,21,line,0.2,0.19,0.01,0.01,90
0.05,-1,trig,0.1,data/Exp3/trig/scatter/S0.05m-0.1.png,,21,scatter,-0.17,-0.165,-0.01,0.01,91
0.05,1,line,0.8,data/Exp3/line/scatter/S0.05m0.8.png,,21,scatter,0.1,0.1,0,0,92
0.1,-1,line,0.4,data/Exp3/line/line/S0.1m-0.4.png,,21,line,-0.13,-0.145,0.01,0.01,93
0.05,-1,line,0.4,data/Exp3/line/area/S0.05m-0.4.png,,21,area,0.25,0.255,-0.01,0.01,94
0.1,1,trig,0.2,data/Exp3/trig/area/S0.1m0.2.png,,21,area,0,0.005,-0.01,0.01,95
0.1,-1,trig,0.1,data/Exp3/trig/line/S0.1m-0.1.png,,21,line,-0.24,-0.24,0,0,96
0.2,1,line,0.1,data/Exp3/line/line/S0.2m0.1.png,,21,line,-0.04,-0.035,0,0,97
0.2,1,quad,0.4,data/Exp3/quad/line/S0.2m0.4.png,,21,line,0.02,0.035,-0.02,0.02,98
0.1,1,line,0.2,data/Exp3/line/scatter/S0.1m0.2.png,,21,scatter,0.08,0.09,-0.01,0.01,99
0.2,1,trig,0.1,data/Exp3/trig/line/S0.2m0.1.png,,22,line,0.23,0.2,0.03,0.03,0
0.2,-1,line,0.4,data/Exp3/line/scatter/S0.2m-0.4.png,,22,scatter,-0.19,-0.18,-0.01,0.01,1
0.15,-1,quad,0.1,data/Exp3/quad/area/S0.15m-0.1.png,,22,area,-0.11,-0.215,0.1,0.1,2
0.2,1,line,0.4,data/Exp3/line/scatter/S0.2m0.4.png,,22,scatter,0.03,0.025,0,0,3
0.15,-1,quad,0.8,data/Exp3/quad/line/S0.15m-0.8.png,,22,line,-0.07,-0.07,0,0,4
0.2,-1,quad,0.2,data/Exp3/quad/scatter/S0.2m-0.2.png,,22,scatter,0.12,0.2,-0.08,0.08,5
0.1,-1,trig,0.1,data/Exp3/trig/line/S0.1m-0.1.png,,22,line,-0.24,-0.245,0.01,0.01,6
0.05,1,quad,0.2,data/Exp3/quad/area/S0.05m0.2.png,,22,area,-0.03,-0.09,0.06,0.06,7
0.05,1,line,0.8,data/Exp3/line/line/S0.05m0.8.png,,22,line,0.19,0.16,0.03,0.03,8
0.1,-1,trig,0.4,data/Exp3/trig/scatter/S0.1m-0.4.png,,22,scatter,0.05,0.06,-0.01,0.01,9
0.2,1,line,0.4,data/Exp3/line/line/S0.2m0.4.png,,22,line,-0.01,0,-0.01,0.01,10
0.15,1,quad,0.2,data/Exp3/quad/area/S0.15m0.2.png,,22,area,0.25,0.095,0.15,0.15,11
0.05,-1,line,0.8,data/Exp3/line/line/S0.05m-0.8.png,,22,line,-0.1,-0.09,-0.01,0.01,12
0.15,-1,trig,0.8,data/Exp3/trig/scatter/S0.15m-0.8.png,,22,scatter,0.08,0.09,-0.01,0.01,13
0.05,1,line,0.8,data/Exp3/line/scatter/S0.05m0.8.png,,22,scatter,0.16,0.155,0.01,0.01,14
0.05,-1,line,0.8,data/Exp3/line/area/S0.05m-0.8.png,,22,area,-0.1,-0.14,0.04,0.04,15
0.1,1,quad,0.4,data/Exp3/quad/area/S0.1m0.4.png,,22,area,0.12,0.085,0.03,0.03,16
0.05,1,trig,0.8,data/Exp3/trig/area/S0.05m0.8.png,,22,area,0.15,0.1,0.05,0.05,17
0.05,-1,line,0.4,data/Exp3/line/line/S0.05m-0.4.png,,22,line,0.02,0.01,0.01,0.01,18
0.05,1,line,0.2,data/Exp3/line/line/S0.05m0.2.png,,22,line,0.2,0.19,0.01,0.01,19
0.15,1,line,0.8,data/Exp3/line/area/S0.15m0.8.png,,22,area,-0.19,-0.28,0.09,0.09,20
0.2,-1,line,0.8,data/Exp3/line/scatter/S0.2m-0.8.png,,22,scatter,0.13,0.145,-0.01,0.01,21
0.2,1,trig,0.2,data/Exp3/trig/line/S0.2m0.2.png,,22,line,-0.23,-0.395,0.17,0.17,22
0.05,-1,quad,0.4,data/Exp3/quad/scatter/S0.05m-0.4.png,,22,scatter,-0.05,-0.035,-0.01,0.01,23
0.05,-1,quad,0.8,data/Exp3/quad/scatter/S0.05m-0.8.png,,22,scatter,0.12,0.125,-0.01,0.01,24
0.15,-1,quad,0.4,data/Exp3/quad/area/S0.15m-0.4.png,,22,area,0.22,0.035,0.18,0.18,25
0.2,-1,quad,0.4,data/Exp3/quad/line/S0.2m-0.4.png,,22,line,-0.13,-0.31,0.18,0.18,26
0.05,1,quad,0.1,data/Exp3/quad/area/S0.05m0.1.png,,22,area,-0.05,-0.11,0.06,0.06,27
0.05,-1,line,0.1,data/Exp3/line/area/S0.05m-0.1.png,,22,area,-0.09,-0.18,0.09,0.09,28
0.2,-1,quad,0.8,data/Exp3/quad/area/S0.2m-0.8.png,,22,area,-0.14,-0.305,0.16,0.16,29
0.1,-1,quad,0.1,data/Exp3/quad/scatter/S0.1m-0.1.png,,22,scatter,-0.19,-0.19,0,0,30
0.2,1,line,0.1,data/Exp3/line/scatter/S0.2m0.1.png,,22,scatter,-0.02,-0.03,0.01,0.01,31
0.2,-1,line,0.2,data/Exp3/line/area/S0.2m-0.2.png,,22,area,0.06,-0.11,0.17,0.17,32
0.1,-1,quad,0.8,data/Exp3/quad/scatter/S0.1m-0.8.png,,22,scatter,-0.19,-0.225,0.04,0.04,33
0.1,-1,line,0.2,data/Exp3/line/area/S0.1m-0.2.png,,22,area,0.08,-0.04,0.12,0.12,34
0.2,-1,line,0.1,data/Exp3/line/area/S0.2m-0.1.png,,22,area,0.1,-0.045,0.15,0.15,35
0.15,1,trig,0.4,data/Exp3/trig/scatter/S0.15m0.4.png,,22,scatter,-0.02,-0.04,0.02,0.02,37
0.15,1,quad,0.8,data/Exp3/quad/line/S0.15m0.8.png,,22,line,-0.22,-0.29,0.07,0.07,36
0.2,1,line,0.1,data/Exp3/line/area/S0.2m0.1.png,,22,area,-0.12,-0.35,0.23,0.23,38
0.1,1,line,0.8,data/Exp3/line/scatter/S0.1m0.8.png,,22,scatter,-0.19,-0.185,-0.01,0.01,39
0.15,-1,line,0.2,data/Exp3/line/scatter/S0.15m-0.2.png,,22,scatter,-0.08,-0.11,0.03,0.03,40
0.1,1,line,0.4,data/Exp3/line/scatter/S0.1m0.4.png,,22,scatter,-0.05,-0.07,0.02,0.02,41
0.1,1,quad,0.4,data/Exp3/quad/line/S0.1m0.4.png,,22,line,-0.04,-0.08,0.04,0.04,42
0.1,-1,trig,0.2,data/Exp3/trig/line/S0.1m-0.2.png,,22,line,-0.2,-0.225,0.02,0.02,43
0.2,-1,line,0.4,data/Exp3/line/area/S0.2m-0.4.png,,22,area,0.07,-0.045,0.12,0.12,45
0.1,1,line,0.1,data/Exp3/line/scatter/S0.1m0.1.png,,22,scatter,0.06,0.045,0.01,0.01,46
0.05,1,trig,0.4,data/Exp3/trig/scatter/S0.05m0.4.png,,22,scatter,-0.14,-0.135,-0.01,0.01,47
0.15,1,trig,0.1,data/Exp3/trig/area/S0.15m0.1.png,,22,area,-0.14,-0.21,0.07,0.07,48
0.15,-1,line,0.1,data/Exp3/line/scatter/S0.15m-0.1.png,,22,scatter,-0.06,-0.11,0.05,0.05,49
0.2,-1,trig,0.2,data/Exp3/trig/line/S0.2m-0.2.png,,22,line,0.19,0.07,0.12,0.12,50
0.1,1,quad,0.8,data/Exp3/quad/area/S0.1m0.8.png,,22,area,0.06,0,0.06,0.06,51
0.15,1,trig,0.4,data/Exp3/trig/line/S0.15m0.4.png,,22,line,-0.06,-0.1,0.04,0.04,52
0.1,-1,line,0.4,data/Exp3/line/area/S0.1m-0.4.png,,22,area,-0.21,-0.24,0.03,0.03,53
0.05,1,line,0.1,data/Exp3/line/line/S0.05m0.1.png,,22,line,0.04,0.01,0.03,0.03,55
0.05,-1,trig,0.2,data/Exp3/trig/line/S0.05m-0.2.png,,22,line,-0.09,-0.12,0.03,0.03,54
0.1,-1,trig,0.1,data/Exp3/trig/area/S0.1m-0.1.png,,22,area,-0.22,-0.305,0.08,0.08,56
0.15,-1,trig,0.4,data/Exp3/trig/line/S0.15m-0.4.png,,22,line,0,-0.14,0.14,0.14,57
0.05,1,quad,0.4,data/Exp3/quad/area/S0.05m0.4.png,,22,area,0.19,0.145,0.05,0.05,58
0.05,-1,quad,0.2,data/Exp3/quad/area/S0.05m-0.2.png,,22,area,0.08,0.045,0.04,0.04,59
0.15,1,trig,0.8,data/Exp3/trig/scatter/S0.15m0.8.png,,22,scatter,0,-0.02,0.02,0.02,60
0.1,1,quad,0.8,data/Exp3/quad/line/S0.1m0.8.png,,22,line,-0.17,-0.18,0.01,0.01,61
0.1,1,quad,0.2,data/Exp3/quad/line/S0.1m0.2.png,,22,line,-0.17,-0.265,0.1,0.1,62
0.2,-1,line,0.1,data/Exp3/line/scatter/S0.2m-0.1.png,,22,scatter,-0.19,-0.165,-0.02,0.02,63
0.15,1,trig,0.2,data/Exp3/trig/line/S0.15m0.2.png,,22,line,0.15,0.11,0.04,0.04,64
0.15,-1,line,0.8,data/Exp3/line/area/S0.15m-0.8.png,,22,area,-0.01,-0.065,0.06,0.06,65
0.2,1,quad,0.2,data/Exp3/quad/area/S0.2m0.2.png,,22,area,0.19,0.11,0.08,0.08,66
0.15,1,trig,0.1,data/Exp3/trig/line/S0.15m0.1.png,,22,line,0.14,0.04,0.1,0.1,67
0.2,1,line,0.4,data/Exp3/line/area/S0.2m0.4.png,,22,area,0.17,0.095,0.08,0.08,68
0.15,-1,trig,0.2,data/Exp3/trig/line/S0.15m-0.2.png,,22,line,0,-0.065,0.07,0.07,69
0.2,-1,quad,0.8,data/Exp3/quad/line/S0.2m-0.8.png,,22,line,0.04,-0.105,0.14,0.14,70
0.05,1,trig,0.4,data/Exp3/trig/line/S0.05m0.4.png,,22,line,0.22,0.17,0.05,0.05,72
0.2,1,line,0.8,data/Exp3/line/line/S0.2m0.8.png,,22,line,0.14,0.06,0.08,0.08,73
0.05,1,quad,0.2,data/Exp3/quad/scatter/S0.05m0.2.png,,22,scatter,0.01,-0.005,0.01,0.01,74
0.2,1,quad,0.8,data/Exp3/quad/area/S0.2m0.8.png,,22,area,-0.03,-0.14,0.11,0.11,75
0.2,1,quad,0.8,data/Exp3/quad/scatter/S0.2m0.8.png,,22,scatter,-0.15,-0.09,-0.06,0.06,76
0.1,-1,quad,0.8,data/Exp3/quad/line/S0.1m-0.8.png,,22,line,-0.16,-0.225,0.07,0.07,77
0.15,-1,trig,0.1,data/Exp3/trig/line/S0.15m-0.1.png,,22,line,0.06,0.04,0.02,0.02,78
0.2,-1,trig,0.1,data/Exp3/trig/line/S0.2m-0.1.png,,22,line,0.11,0.075,0.04,0.04,79
0.1,1,trig,0.1,data/Exp3/trig/area/S0.1m0.1.png,,22,area,-0.17,-0.245,0.07,0.07,80
0.15,1,quad,0.2,data/Exp3/quad/scatter/S0.15m0.2.png,,22,scatter,-0.09,-0.06,-0.03,0.03,81
0.2,1,line,0.2,data/Exp3/line/scatter/S0.2m0.2.png,,22,scatter,-0.03,-0.06,0.03,0.03,82
0.05,-1,quad,0.2,data/Exp3/quad/scatter/S0.05m-0.2.png,,22,scatter,-0.01,-0.015,0,0,83
0.1,-1,trig,0.8,data/Exp3/trig/area/S0.1m-0.8.png,,22,area,0,-0.085,0.09,0.09,84
0.1,-1,quad,0.2,data/Exp3/quad/scatter/S0.1m-0.2.png,,22,scatter,0.18,0.175,0.01,0.01,85
0.05,1,line,0.1,data/Exp3/line/scatter/S0.05m0.1.png,,22,scatter,0.14,0.15,-0.01,0.01,86
0.1,1,trig,0.2,data/Exp3/trig/scatter/S0.1m0.2.png,,22,scatter,-0.23,-0.235,0,0,87
0.15,1,line,0.4,data/Exp3/line/area/S0.15m0.4.png,,22,area,-0.15,-0.22,0.07,0.07,88
0.15,-1,trig,0.4,data/Exp3/trig/scatter/S0.15m-0.4.png,,22,scatter,0.03,0.065,-0.04,0.04,89
0.1,1,trig,0.1,data/Exp3/trig/line/S0.1m0.1.png,,22,line,-0.17,-0.2,0.03,0.03,91
0.05,-1,line,0.1,data/Exp3/line/line/S0.05m-0.1.png,,22,line,-0.21,-0.24,0.03,0.03,93
0.15,1,trig,0.1,data/Exp3/trig/scatter/S0.15m0.1.png,,22,scatter,-0.25,-0.215,-0.04,0.04,94
0.05,-1,quad,0.1,data/Exp3/quad/scatter/S0.05m-0.1.png,,22,scatter,-0.2,-0.195,-0.01,0.01,95
0.15,-1,quad,0.2,data/Exp3/quad/area/S0.15m-0.2.png,,22,area,0.15,0.075,0.07,0.07,96
0.05,-1,trig,0.4,data/Exp3/trig/area/S0.05m-0.4.png,,22,area,-0.04,-0.07,0.03,0.03,97
0.1,-1,quad,0.4,data/Exp3/quad/line/S0.1m-0.4.png,,22,line,0.05,-0.01,0.06,0.06,98
0.1,1,trig,0.2,data/Exp3/trig/area/S0.1m0.2.png,,22,area,0.25,0.2,0.05,0.05,99
0.1,-1,trig,0.8,data/Exp3/trig/scatter/S0.1m-0.8.png,,23,scatter,0.14,0.15,-0.01,0.01,0
0.15,1,quad,0.2,data/Exp3/quad/area/S0.15m0.2.png,,23,area,-0.01,-0.02,0.01,0.01,1
0.05,1,quad,0.1,data/Exp3/quad/line/S0.05m0.1.png,,23,line,-0.12,-0.135,0.02,0.02,2
0.15,-1,quad,0.1,data/Exp3/quad/line/S0.15m-0.1.png,,23,line,0.22,0.25,-0.03,0.03,3
0.1,1,trig,0.8,data/Exp3/trig/scatter/S0.1m0.8.png,,23,scatter,-0.1,-0.07,-0.03,0.03,4
0.15,-1,line,0.1,data/Exp3/line/area/S0.15m-0.1.png,,23,area,-0.17,-0.195,0.02,0.02,5
0.2,1,trig,0.1,data/Exp3/trig/scatter/S0.2m0.1.png,,23,scatter,0.09,0.09,0,0,6
0.2,-1,trig,0.2,data/Exp3/trig/area/S0.2m-0.2.png,,23,area,-0.07,-0.085,0.01,0.01,7
0.2,1,trig,0.1,data/Exp3/trig/area/S0.2m0.1.png,,23,area,0.1,0.135,-0.04,0.04,8
0.1,-1,quad,0.2,data/Exp3/quad/line/S0.1m-0.2.png,,23,line,-0.12,-0.12,0,0,11
0.2,1,trig,0.8,data/Exp3/trig/area/S0.2m0.8.png,,23,area,0.24,0.125,0.11,0.11,10
0.1,1,quad,0.1,data/Exp3/quad/scatter/S0.1m0.1.png,,23,scatter,-0.09,-0.1,0.01,0.01,12
0.15,1,trig,0.1,data/Exp3/trig/area/S0.15m0.1.png,,23,area,-0.01,-0.05,0.04,0.04,13
0.05,1,quad,0.2,data/Exp3/quad/line/S0.05m0.2.png,,23,line,0.22,0.22,0,0,14
0.05,1,line,0.4,data/Exp3/line/area/S0.05m0.4.png,,23,area,-0.14,-0.155,0.01,0.01,15
0.15,-1,quad,0.4,data/Exp3/quad/area/S0.15m-0.4.png,,23,area,0.01,-0.075,0.08,0.08,17
0.05,-1,quad,0.8,data/Exp3/quad/line/S0.05m-0.8.png,,23,line,-0.02,-0.025,0.01,0.01,18
0.05,-1,line,0.1,data/Exp3/line/line/S0.05m-0.1.png,,23,line,-0.14,-0.135,-0.01,0.01,19
0.2,-1,quad,0.8,data/Exp3/quad/line/S0.2m-0.8.png,,23,line,-0.03,0,-0.03,0.03,20
0.15,1,line,0.8,data/Exp3/line/line/S0.15m0.8.png,,23,line,-0.08,-0.085,0.01,0.01,21
0.2,-1,trig,0.1,data/Exp3/trig/scatter/S0.2m-0.1.png,,23,scatter,0.18,0.2,-0.02,0.02,22
0.05,1,quad,0.1,data/Exp3/quad/area/S0.05m0.1.png,,23,area,-0.02,-0.04,0.02,0.02,23
0.2,-1,line,0.8,data/Exp3/line/scatter/S0.2m-0.8.png,,23,scatter,-0.13,-0.11,-0.02,0.02,24
0.15,1,trig,0.8,data/Exp3/trig/area/S0.15m0.8.png,,23,area,-0.05,-0.065,0.01,0.01,25
0.05,-1,trig,0.2,data/Exp3/trig/scatter/S0.05m-0.2.png,,23,scatter,0.24,0.235,0.01,0.01,26
0.2,-1,line,0.2,data/Exp3/line/line/S0.2m-0.2.png,,23,line,0.05,0.045,0.01,0.01,27
0.15,-1,trig,0.4,data/Exp3/trig/line/S0.15m-0.4.png,,23,line,-0.05,-0.06,0.01,0.01,28
0.2,1,line,0.4,data/Exp3/line/line/S0.2m0.4.png,,23,line,-0.19,-0.155,-0.04,0.04,30
0.05,-1,quad,0.1,data/Exp3/quad/scatter/S0.05m-0.1.png,,23,scatter,0.07,0.07,0,0,29
0.1,1,trig,0.1,data/Exp3/trig/area/S0.1m0.1.png,,23,area,-0.1,-0.11,0.01,0.01,31
0.15,-1,line,0.2,data/Exp3/line/scatter/S0.15m-0.2.png,,23,scatter,0.09,0.11,-0.02,0.02,32
0.1,-1,quad,0.2,data/Exp3/quad/scatter/S0.1m-0.2.png,,23,scatter,0.2,0.22,-0.02,0.02,33
0.1,-1,line,0.4,data/Exp3/line/scatter/S0.1m-0.4.png,,23,scatter,0.01,0.025,-0.02,0.02,34
0.2,1,quad,0.8,data/Exp3/quad/line/S0.2m0.8.png,,23,line,0.22,0.17,0.05,0.05,35
0.05,1,trig,0.8,data/Exp3/trig/area/S0.05m0.8.png,,23,area,-0.03,-0.03,0,0,36
0.2,-1,line,0.1,data/Exp3/line/area/S0.2m-0.1.png,,23,area,0.01,0.05,-0.04,0.04,38
0.1,1,trig,0.2,data/Exp3/trig/scatter/S0.1m0.2.png,,23,scatter,-0.02,-0.025,0.01,0.01,37
0.05,1,trig,0.8,data/Exp3/trig/scatter/S0.05m0.8.png,,23,scatter,0.03,0.03,0,0,39
0.05,1,quad,0.8,data/Exp3/quad/line/S0.05m0.8.png,,23,line,0.1,0.085,0.01,0.01,40
0.1,1,trig,0.4,data/Exp3/trig/area/S0.1m0.4.png,,23,area,-0.23,-0.235,0,0,41
0.2,1,line,0.2,data/Exp3/line/area/S0.2m0.2.png,,23,area,0.1,0.11,-0.01,0.01,42
0.1,-1,line,0.4,data/Exp3/line/area/S0.1m-0.4.png,,23,area,-0.06,-0.045,-0.01,0.01,43
0.2,1,trig,0.2,data/Exp3/trig/scatter/S0.2m0.2.png,,23,scatter,0.17,0.19,-0.02,0.02,44
0.1,-1,quad,0.1,data/Exp3/quad/area/S0.1m-0.1.png,,23,area,0.09,0.11,-0.02,0.02,45
0.2,1,quad,0.2,data/Exp3/quad/line/S0.2m0.2.png,,23,line,0.11,0.145,-0.03,0.03,46
0.2,-1,trig,0.2,data/Exp3/trig/scatter/S0.2m-0.2.png,,23,scatter,-0.18,-0.18,0,0,47
0.1,-1,quad,0.1,data/Exp3/quad/line/S0.1m-0.1.png,,23,line,-0.22,-0.23,0.01,0.01,49
0.2,1,quad,0.8,data/Exp3/quad/scatter/S0.2m0.8.png,,23,scatter,0.05,0.035,0.01,0.01,48
0.05,-1,quad,0.4,data/Exp3/quad/area/S0.05m-0.4.png,,23,area,-0.05,-0.06,0.01,0.01,50
0.1,1,line,0.1,data/Exp3/line/line/S0.1m0.1.png,,23,line,-0.2,-0.21,0.01,0.01,51
0.15,-1,quad,0.2,data/Exp3/quad/line/S0.15m-0.2.png,,23,line,0.21,0.255,-0.05,0.05,52
0.05,-1,trig,0.4,data/Exp3/trig/line/S0.05m-0.4.png,,23,line,-0.1,-0.125,0.02,0.02,53
0.1,-1,trig,0.1,data/Exp3/trig/scatter/S0.1m-0.1.png,,23,scatter,-0.19,-0.18,-0.01,0.01,54
0.05,-1,quad,0.2,data/Exp3/quad/area/S0.05m-0.2.png,,23,area,0.12,0.125,-0.01,0.01,55
0.1,1,quad,0.2,data/Exp3/quad/line/S0.1m0.2.png,,23,line,0.05,0.045,0.01,0.01,56
0.2,1,line,0.4,data/Exp3/line/scatter/S0.2m0.4.png,,23,scatter,0.04,0.08,-0.04,0.04,57
0.15,-1,quad,0.8,data/Exp3/quad/area/S0.15m-0.8.png,,23,area,-0.18,-0.17,-0.01,0.01,58
0.1,-1,quad,0.4,data/Exp3/quad/line/S0.1m-0.4.png,,23,line,-0.12,-0.135,0.02,0.02,59
0.1,1,line,0.8,data/Exp3/line/area/S0.1m0.8.png,,23,area,-0.02,-0.065,0.04,0.04,60
0.05,1,trig,0.2,data/Exp3/trig/scatter/S0.05m0.2.png,,23,scatter,-0.19,-0.19,0,0,61
0.15,1,quad,0.1,data/Exp3/quad/line/S0.15m0.1.png,,23,line,0.06,0.04,0.02,0.02,63
0.15,-1,trig,0.4,data/Exp3/trig/scatter/S0.15m-0.4.png,,23,scatter,-0.01,0,-0.01,0.01,64
0.05,-1,trig,0.1,data/Exp3/trig/area/S0.05m-0.1.png,,23,area,-0.16,-0.17,0.01,0.01,65
0.15,-1,trig,0.2,data/Exp3/trig/area/S0.15m-0.2.png,,23,area,-0.09,-0.115,0.03,0.03,66
0.15,1,line,0.1,data/Exp3/line/scatter/S0.15m0.1.png,,23,scatter,0.18,0.215,-0.04,0.04,67
0.15,1,quad,0.8,data/Exp3/quad/scatter/S0.15m0.8.png,,23,scatter,0.1,0.1,0,0,68
0.05,-1,trig,0.8,data/Exp3/trig/scatter/S0.05m-0.8.png,,23,scatter,-0.14,-0.14,0,0,69
0.2,-1,quad,0.8,data/Exp3/quad/area/S0.2m-0.8.png,,23,area,0.1,0.08,0.02,0.02,70
0.15,-1,line,0.8,data/Exp3/line/line/S0.15m-0.8.png,,23,line,0.24,0.27,-0.03,0.03,71
0.05,-1,trig,0.4,data/Exp3/trig/scatter/S0.05m-0.4.png,,23,scatter,-0.1,-0.105,0,0,72
0.05,1,trig,0.1,data/Exp3/trig/scatter/S0.05m0.1.png,,23,scatter,-0.02,-0.025,0.01,0.01,73
0.2,1,quad,0.4,data/Exp3/quad/area/S0.2m0.4.png,,23,area,-0.03,-0.065,0.04,0.04,74
0.1,1,quad,0.8,data/Exp3/quad/line/S0.1m0.8.png,,23,line,0.12,0.09,0.03,0.03,75
0.2,-1,line,0.1,data/Exp3/line/line/S0.2m-0.1.png,,23,line,-0.24,-0.28,0.04,0.04,76
0.15,1,line,0.4,data/Exp3/line/area/S0.15m0.4.png,,23,area,-0.02,-0.09,0.07,0.07,77
0.05,-1,quad,0.2,data/Exp3/quad/line/S0.05m-0.2.png,,23,line,0.21,0.215,-0.01,0.01,78
0.15,-1,trig,0.8,data/Exp3/trig/scatter/S0.15m-0.8.png,,23,scatter,0.1,0.12,-0.02,0.02,79
0.15,1,line,0.2,data/Exp3/line/scatter/S0.15m0.2.png,,23,scatter,-0.17,-0.19,0.02,0.02,80
0.05,-1,quad,0.8,data/Exp3/quad/area/S0.05m-0.8.png,,23,area,0.16,0.155,0.01,0.01,81
0.15,-1,line,0.1,data/Exp3/line/scatter/S0.15m-0.1.png,,23,scatter,0.22,0.25,-0.03,0.03,82
0.1,1,line,0.4,data/Exp3/line/line/S0.1m0.4.png,,23,line,-0.03,-0.045,0.01,0.01,84
0.15,1,line,0.4,data/Exp3/line/line/S0.15m0.4.png,,23,line,-0.24,-0.255,0.02,0.02,85
0.2,-1,trig,0.4,data/Exp3/trig/scatter/S0.2m-0.4.png,,23,scatter,0.06,0.08,-0.02,0.02,86
0.15,1,line,0.2,data/Exp3/line/line/S0.15m0.2.png,,23,line,0.08,0.06,0.02,0.02,87
0.2,-1,quad,0.4,data/Exp3/quad/line/S0.2m-0.4.png,,23,line,-0.07,-0.065,-0.01,0.01,88
0.1,1,trig,0.4,data/Exp3/trig/scatter/S0.1m0.4.png,,23,scatter,0.05,0.04,0.01,0.01,89
0.2,1,line,0.1,data/Exp3/line/line/S0.2m0.1.png,,23,line,0.18,0.18,0,0,90
0.1,-1,trig,0.2,data/Exp3/trig/area/S0.1m-0.2.png,,23,area,0.19,0.155,0.04,0.04,91
0.05,1,trig,0.4,data/Exp3/trig/line/S0.05m0.4.png,,23,line,0.01,0.01,0,0,92
0.1,-1,line,0.8,data/Exp3/line/area/S0.1m-0.8.png,,23,area,-0.07,-0.085,0.01,0.01,93
0.1,1,quad,0.2,data/Exp3/quad/area/S0.1m0.2.png,,23,area,-0.24,-0.29,0.05,0.05,94
0.2,-1,line,0.4,data/Exp3/line/area/S0.2m-0.4.png,,23,area,0.14,0.11,0.03,0.03,95
0.15,1,line,0.4,data/Exp3/line/scatter/S0.15m0.4.png,,23,scatter,-0.2,-0.19,-0.01,0.01,96
0.05,1,line,0.4,data/Exp3/line/scatter/S0.05m0.4.png,,23,scatter,0.21,0.215,-0.01,0.01,97
0.1,-1,line,0.8,data/Exp3/line/line/S0.1m-0.8.png,,23,line,-0.12,-0.12,0,0,98
0.05,1,trig,0.2,data/Exp3/trig/area/S0.05m0.2.png,,23,area,0.12,0.11,0.01,0.01,99
0.2,-1,trig,0.4,data/Exp3/trig/line/S0.2m-0.4.png,,24,line,0.16,0.15,0.01,0.01,0
0.05,1,trig,0.4,data/Exp3/trig/scatter/S0.05m0.4.png,,24,scatter,-0.25,-0.24,-0.01,0.01,1
0.2,1,line,0.2,data/Exp3/line/scatter/S0.2m0.2.png,,24,scatter,-0.12,-0.12,0,0,2
0.1,-1,quad,0.8,data/Exp3/quad/line/S0.1m-0.8.png,,24,line,-0.18,-0.155,-0.02,0.02,3
0.15,1,quad,0.2,data/Exp3/quad/area/S0.15m0.2.png,,24,area,0.23,0.15,0.08,0.08,4
0.15,1,trig,0.8,data/Exp3/trig/scatter/S0.15m0.8.png,,24,scatter,0.18,0.175,0.01,0.01,5
